,source,target
0,hsa00010_Glycolysis_Gluconeogenesis,ACSS1
1,hsa00010_Glycolysis_Gluconeogenesis,ACSS2
2,hsa00010_Glycolysis_Gluconeogenesis,ADH1B
3,hsa00010_Glycolysis_Gluconeogenesis,ADH1C
4,hsa00010_Glycolysis_Gluconeogenesis,ADH5
5,hsa00010_Glycolysis_Gluconeogenesis,ADH6
6,hsa00010_Glycolysis_Gluconeogenesis,ADPGK
7,hsa00010_Glycolysis_Gluconeogenesis,AKR1A1
8,hsa00010_Glycolysis_Gluconeogenesis,ALDH1B1
9,hsa00010_Glycolysis_Gluconeogenesis,ALDH2
10,hsa00010_Glycolysis_Gluconeogenesis,ALDH3A1
11,hsa00010_Glycolysis_Gluconeogenesis,ALDH3A2
12,hsa00010_Glycolysis_Gluconeogenesis,ALDH3B1
13,hsa00010_Glycolysis_Gluconeogenesis,ALDH7A1
14,hsa00010_Glycolysis_Gluconeogenesis,ALDH9A1
15,hsa00010_Glycolysis_Gluconeogenesis,ALDOA
16,hsa00010_Glycolysis_Gluconeogenesis,ALDOB
17,hsa00010_Glycolysis_Gluconeogenesis,ALDOC
18,hsa00010_Glycolysis_Gluconeogenesis,BPGM
19,hsa00010_Glycolysis_Gluconeogenesis,DLAT
20,hsa00010_Glycolysis_Gluconeogenesis,DLD
21,hsa00010_Glycolysis_Gluconeogenesis,ENO1
22,hsa00010_Glycolysis_Gluconeogenesis,ENO2
23,hsa00010_Glycolysis_Gluconeogenesis,ENO3
24,hsa00010_Glycolysis_Gluconeogenesis,ENO4
25,hsa00010_Glycolysis_Gluconeogenesis,FBP1
26,hsa00010_Glycolysis_Gluconeogenesis,G6PC3
27,hsa00010_Glycolysis_Gluconeogenesis,GALM
28,hsa00010_Glycolysis_Gluconeogenesis,GAPDH
29,hsa00010_Glycolysis_Gluconeogenesis,GAPDHS
30,hsa00010_Glycolysis_Gluconeogenesis,GCK
31,hsa00010_Glycolysis_Gluconeogenesis,GPI
32,hsa00010_Glycolysis_Gluconeogenesis,HK1
33,hsa00010_Glycolysis_Gluconeogenesis,HK2
34,hsa00010_Glycolysis_Gluconeogenesis,HK3
35,hsa00010_Glycolysis_Gluconeogenesis,HKDC1
36,hsa00010_Glycolysis_Gluconeogenesis,LDHA
37,hsa00010_Glycolysis_Gluconeogenesis,LDHAL6A
38,hsa00010_Glycolysis_Gluconeogenesis,LDHB
39,hsa00010_Glycolysis_Gluconeogenesis,LDHC
40,hsa00010_Glycolysis_Gluconeogenesis,MINPP1
41,hsa00010_Glycolysis_Gluconeogenesis,PCK1
42,hsa00010_Glycolysis_Gluconeogenesis,PCK2
43,hsa00010_Glycolysis_Gluconeogenesis,PDHA1
44,hsa00010_Glycolysis_Gluconeogenesis,PDHB
45,hsa00010_Glycolysis_Gluconeogenesis,PFKL
46,hsa00010_Glycolysis_Gluconeogenesis,PFKM
47,hsa00010_Glycolysis_Gluconeogenesis,PFKP
48,hsa00010_Glycolysis_Gluconeogenesis,PGAM1
49,hsa00010_Glycolysis_Gluconeogenesis,PGAM2
50,hsa00010_Glycolysis_Gluconeogenesis,PGAM4
51,hsa00010_Glycolysis_Gluconeogenesis,PGK1
52,hsa00010_Glycolysis_Gluconeogenesis,PGM1
53,hsa00010_Glycolysis_Gluconeogenesis,PGM2
54,hsa00010_Glycolysis_Gluconeogenesis,PKLR
55,hsa00010_Glycolysis_Gluconeogenesis,PKM
56,hsa00010_Glycolysis_Gluconeogenesis,TPI1
57,hsa00020_Citrate_cycle_TCA_cycle_,ACLY
58,hsa00020_Citrate_cycle_TCA_cycle_,ACO1
59,hsa00020_Citrate_cycle_TCA_cycle_,ACO2
60,hsa00020_Citrate_cycle_TCA_cycle_,CS
61,hsa00020_Citrate_cycle_TCA_cycle_,DLAT
62,hsa00020_Citrate_cycle_TCA_cycle_,DLD
63,hsa00020_Citrate_cycle_TCA_cycle_,DLST
64,hsa00020_Citrate_cycle_TCA_cycle_,FH
65,hsa00020_Citrate_cycle_TCA_cycle_,IDH1
66,hsa00020_Citrate_cycle_TCA_cycle_,IDH2
67,hsa00020_Citrate_cycle_TCA_cycle_,IDH3A
68,hsa00020_Citrate_cycle_TCA_cycle_,IDH3B
69,hsa00020_Citrate_cycle_TCA_cycle_,IDH3G
70,hsa00020_Citrate_cycle_TCA_cycle_,MDH1
71,hsa00020_Citrate_cycle_TCA_cycle_,MDH2
72,hsa00020_Citrate_cycle_TCA_cycle_,OGDH
73,hsa00020_Citrate_cycle_TCA_cycle_,OGDHL
74,hsa00020_Citrate_cycle_TCA_cycle_,PC
75,hsa00020_Citrate_cycle_TCA_cycle_,PCK1
76,hsa00020_Citrate_cycle_TCA_cycle_,PCK2
77,hsa00020_Citrate_cycle_TCA_cycle_,PDHA1
78,hsa00020_Citrate_cycle_TCA_cycle_,PDHB
79,hsa00020_Citrate_cycle_TCA_cycle_,SDHA
80,hsa00020_Citrate_cycle_TCA_cycle_,SDHB
81,hsa00020_Citrate_cycle_TCA_cycle_,SDHC
82,hsa00020_Citrate_cycle_TCA_cycle_,SDHD
83,hsa00020_Citrate_cycle_TCA_cycle_,SUCLA2
84,hsa00020_Citrate_cycle_TCA_cycle_,SUCLG1
85,hsa00020_Citrate_cycle_TCA_cycle_,SUCLG2
86,hsa00030_Pentose_phosphate_pathway,ALDOA
87,hsa00030_Pentose_phosphate_pathway,ALDOB
88,hsa00030_Pentose_phosphate_pathway,ALDOC
89,hsa00030_Pentose_phosphate_pathway,DERA
90,hsa00030_Pentose_phosphate_pathway,FBP1
91,hsa00030_Pentose_phosphate_pathway,G6PD
92,hsa00030_Pentose_phosphate_pathway,GLYCTK
93,hsa00030_Pentose_phosphate_pathway,GPI
94,hsa00030_Pentose_phosphate_pathway,H6PD
95,hsa00030_Pentose_phosphate_pathway,IDNK
96,hsa00030_Pentose_phosphate_pathway,PFKL
97,hsa00030_Pentose_phosphate_pathway,PFKM
98,hsa00030_Pentose_phosphate_pathway,PFKP
99,hsa00030_Pentose_phosphate_pathway,PGD
100,hsa00030_Pentose_phosphate_pathway,PGLS
101,hsa00030_Pentose_phosphate_pathway,PGM1
102,hsa00030_Pentose_phosphate_pathway,PGM2
103,hsa00030_Pentose_phosphate_pathway,PRPS1
104,hsa00030_Pentose_phosphate_pathway,PRPS2
105,hsa00030_Pentose_phosphate_pathway,RBKS
106,hsa00030_Pentose_phosphate_pathway,RGN
107,hsa00030_Pentose_phosphate_pathway,RPE
108,hsa00030_Pentose_phosphate_pathway,RPIA
109,hsa00030_Pentose_phosphate_pathway,SHPK
110,hsa00030_Pentose_phosphate_pathway,TALDO1
111,hsa00030_Pentose_phosphate_pathway,TKT
112,hsa00030_Pentose_phosphate_pathway,TKTL1
113,hsa00040_Pentose_and_glucuronate_interconversions,AKR1A1
114,hsa00040_Pentose_and_glucuronate_interconversions,AKR1B1
115,hsa00040_Pentose_and_glucuronate_interconversions,AKR1B10
116,hsa00040_Pentose_and_glucuronate_interconversions,CRPPA
117,hsa00040_Pentose_and_glucuronate_interconversions,CRYL1
118,hsa00040_Pentose_and_glucuronate_interconversions,DCXR
119,hsa00040_Pentose_and_glucuronate_interconversions,DHDH
120,hsa00040_Pentose_and_glucuronate_interconversions,FGGY
121,hsa00040_Pentose_and_glucuronate_interconversions,GUSB
122,hsa00040_Pentose_and_glucuronate_interconversions,KL
123,hsa00040_Pentose_and_glucuronate_interconversions,RPE
124,hsa00040_Pentose_and_glucuronate_interconversions,SORD
125,hsa00040_Pentose_and_glucuronate_interconversions,UGDH
126,hsa00040_Pentose_and_glucuronate_interconversions,UGP2
127,hsa00040_Pentose_and_glucuronate_interconversions,UGT1A1
128,hsa00040_Pentose_and_glucuronate_interconversions,UGT1A6
129,hsa00040_Pentose_and_glucuronate_interconversions,UGT1A7
130,hsa00040_Pentose_and_glucuronate_interconversions,UGT1A8
131,hsa00040_Pentose_and_glucuronate_interconversions,UGT1A9
132,hsa00040_Pentose_and_glucuronate_interconversions,UGT2A1
133,hsa00040_Pentose_and_glucuronate_interconversions,UGT2A3
134,hsa00040_Pentose_and_glucuronate_interconversions,UGT2B10
135,hsa00040_Pentose_and_glucuronate_interconversions,UGT2B11
136,hsa00040_Pentose_and_glucuronate_interconversions,UGT2B15
137,hsa00040_Pentose_and_glucuronate_interconversions,UGT2B17
138,hsa00040_Pentose_and_glucuronate_interconversions,UGT2B7
139,hsa00040_Pentose_and_glucuronate_interconversions,XYLB
140,hsa00051_Fructose_and_mannose_metabolism,AKR1B1
141,hsa00051_Fructose_and_mannose_metabolism,AKR1B10
142,hsa00051_Fructose_and_mannose_metabolism,ALDOA
143,hsa00051_Fructose_and_mannose_metabolism,ALDOB
144,hsa00051_Fructose_and_mannose_metabolism,ALDOC
145,hsa00051_Fructose_and_mannose_metabolism,ENOSF1
146,hsa00051_Fructose_and_mannose_metabolism,FBP1
147,hsa00051_Fructose_and_mannose_metabolism,FCSK
148,hsa00051_Fructose_and_mannose_metabolism,FPGT
149,hsa00051_Fructose_and_mannose_metabolism,GMDS
150,hsa00051_Fructose_and_mannose_metabolism,GMPPA
151,hsa00051_Fructose_and_mannose_metabolism,GMPPB
152,hsa00051_Fructose_and_mannose_metabolism,HK1
153,hsa00051_Fructose_and_mannose_metabolism,HK2
154,hsa00051_Fructose_and_mannose_metabolism,HK3
155,hsa00051_Fructose_and_mannose_metabolism,HKDC1
156,hsa00051_Fructose_and_mannose_metabolism,HSD17B14
157,hsa00051_Fructose_and_mannose_metabolism,KHK
158,hsa00051_Fructose_and_mannose_metabolism,MPI
159,hsa00051_Fructose_and_mannose_metabolism,PFKFB1
160,hsa00051_Fructose_and_mannose_metabolism,PFKFB2
161,hsa00051_Fructose_and_mannose_metabolism,PFKFB3
162,hsa00051_Fructose_and_mannose_metabolism,PFKFB4
163,hsa00051_Fructose_and_mannose_metabolism,PFKL
164,hsa00051_Fructose_and_mannose_metabolism,PFKM
165,hsa00051_Fructose_and_mannose_metabolism,PFKP
166,hsa00051_Fructose_and_mannose_metabolism,PMM1
167,hsa00051_Fructose_and_mannose_metabolism,PMM2
168,hsa00051_Fructose_and_mannose_metabolism,SORD
169,hsa00051_Fructose_and_mannose_metabolism,TIGAR
170,hsa00051_Fructose_and_mannose_metabolism,TKFC
171,hsa00051_Fructose_and_mannose_metabolism,TPI1
172,hsa00052_Galactose_metabolism,AKR1B1
173,hsa00052_Galactose_metabolism,AKR1B10
174,hsa00052_Galactose_metabolism,B4GALT1
175,hsa00052_Galactose_metabolism,B4GALT2
176,hsa00052_Galactose_metabolism,G6PC3
177,hsa00052_Galactose_metabolism,GAA
178,hsa00052_Galactose_metabolism,GALE
179,hsa00052_Galactose_metabolism,GALK1
180,hsa00052_Galactose_metabolism,GALM
181,hsa00052_Galactose_metabolism,GALT
182,hsa00052_Galactose_metabolism,GANC
183,hsa00052_Galactose_metabolism,GCK
184,hsa00052_Galactose_metabolism,GLA
185,hsa00052_Galactose_metabolism,GLB1
186,hsa00052_Galactose_metabolism,HK1
187,hsa00052_Galactose_metabolism,HK2
188,hsa00052_Galactose_metabolism,HK3
189,hsa00052_Galactose_metabolism,HKDC1
190,hsa00052_Galactose_metabolism,MGAM
191,hsa00052_Galactose_metabolism,MGAM2
192,hsa00052_Galactose_metabolism,PFKL
193,hsa00052_Galactose_metabolism,PFKM
194,hsa00052_Galactose_metabolism,PFKP
195,hsa00052_Galactose_metabolism,PGM1
196,hsa00052_Galactose_metabolism,PGM2
197,hsa00052_Galactose_metabolism,UGP2
198,hsa00053_Ascorbate_and_aldarate_metabolism,AKR1A1
199,hsa00053_Ascorbate_and_aldarate_metabolism,ALDH1B1
200,hsa00053_Ascorbate_and_aldarate_metabolism,ALDH2
201,hsa00053_Ascorbate_and_aldarate_metabolism,ALDH3A2
202,hsa00053_Ascorbate_and_aldarate_metabolism,ALDH7A1
203,hsa00053_Ascorbate_and_aldarate_metabolism,ALDH9A1
204,hsa00053_Ascorbate_and_aldarate_metabolism,GUSB
205,hsa00053_Ascorbate_and_aldarate_metabolism,HSD17B14
206,hsa00053_Ascorbate_and_aldarate_metabolism,KL
207,hsa00053_Ascorbate_and_aldarate_metabolism,MIOX
208,hsa00053_Ascorbate_and_aldarate_metabolism,RGN
209,hsa00053_Ascorbate_and_aldarate_metabolism,UGDH
210,hsa00053_Ascorbate_and_aldarate_metabolism,UGT1A1
211,hsa00053_Ascorbate_and_aldarate_metabolism,UGT1A6
212,hsa00053_Ascorbate_and_aldarate_metabolism,UGT1A7
213,hsa00053_Ascorbate_and_aldarate_metabolism,UGT1A8
214,hsa00053_Ascorbate_and_aldarate_metabolism,UGT1A9
215,hsa00053_Ascorbate_and_aldarate_metabolism,UGT2A1
216,hsa00053_Ascorbate_and_aldarate_metabolism,UGT2A3
217,hsa00053_Ascorbate_and_aldarate_metabolism,UGT2B10
218,hsa00053_Ascorbate_and_aldarate_metabolism,UGT2B11
219,hsa00053_Ascorbate_and_aldarate_metabolism,UGT2B15
220,hsa00053_Ascorbate_and_aldarate_metabolism,UGT2B17
221,hsa00053_Ascorbate_and_aldarate_metabolism,UGT2B7
222,hsa00062_Fatty_acid_elongation,ACAA2
223,hsa00062_Fatty_acid_elongation,ACOT1
224,hsa00062_Fatty_acid_elongation,ACOT2
225,hsa00062_Fatty_acid_elongation,ACOT4
226,hsa00062_Fatty_acid_elongation,ACOT7
227,hsa00062_Fatty_acid_elongation,ECHS1
228,hsa00062_Fatty_acid_elongation,ELOVL1
229,hsa00062_Fatty_acid_elongation,ELOVL2
230,hsa00062_Fatty_acid_elongation,ELOVL3
231,hsa00062_Fatty_acid_elongation,ELOVL4
232,hsa00062_Fatty_acid_elongation,ELOVL5
233,hsa00062_Fatty_acid_elongation,ELOVL6
234,hsa00062_Fatty_acid_elongation,ELOVL7
235,hsa00062_Fatty_acid_elongation,HACD1
236,hsa00062_Fatty_acid_elongation,HACD2
237,hsa00062_Fatty_acid_elongation,HACD3
238,hsa00062_Fatty_acid_elongation,HACD4
239,hsa00062_Fatty_acid_elongation,HADH
240,hsa00062_Fatty_acid_elongation,HADHA
241,hsa00062_Fatty_acid_elongation,HADHB
242,hsa00062_Fatty_acid_elongation,HSD17B12
243,hsa00062_Fatty_acid_elongation,MBLAC2
244,hsa00062_Fatty_acid_elongation,MECR
245,hsa00062_Fatty_acid_elongation,PPT1
246,hsa00062_Fatty_acid_elongation,PPT2
247,hsa00062_Fatty_acid_elongation,TECR
248,hsa00062_Fatty_acid_elongation,THEM4
249,hsa00062_Fatty_acid_elongation,THEM5
250,hsa00071_Fatty_acid_degradation,ACAA1
251,hsa00071_Fatty_acid_degradation,ACAA2
252,hsa00071_Fatty_acid_degradation,ACADL
253,hsa00071_Fatty_acid_degradation,ACADM
254,hsa00071_Fatty_acid_degradation,ACADS
255,hsa00071_Fatty_acid_degradation,ACADSB
256,hsa00071_Fatty_acid_degradation,ACADVL
257,hsa00071_Fatty_acid_degradation,ACAT1
258,hsa00071_Fatty_acid_degradation,ACAT2
259,hsa00071_Fatty_acid_degradation,ACOX1
260,hsa00071_Fatty_acid_degradation,ACOX3
261,hsa00071_Fatty_acid_degradation,ACSBG1
262,hsa00071_Fatty_acid_degradation,ACSBG2
263,hsa00071_Fatty_acid_degradation,ACSL1
264,hsa00071_Fatty_acid_degradation,ACSL3
265,hsa00071_Fatty_acid_degradation,ACSL4
266,hsa00071_Fatty_acid_degradation,ACSL5
267,hsa00071_Fatty_acid_degradation,ACSL6
268,hsa00071_Fatty_acid_degradation,ADH1B
269,hsa00071_Fatty_acid_degradation,ADH1C
270,hsa00071_Fatty_acid_degradation,ADH5
271,hsa00071_Fatty_acid_degradation,ADH6
272,hsa00071_Fatty_acid_degradation,ALDH1B1
273,hsa00071_Fatty_acid_degradation,ALDH2
274,hsa00071_Fatty_acid_degradation,ALDH3A2
275,hsa00071_Fatty_acid_degradation,ALDH7A1
276,hsa00071_Fatty_acid_degradation,ALDH9A1
277,hsa00071_Fatty_acid_degradation,CPT1A
278,hsa00071_Fatty_acid_degradation,CPT1B
279,hsa00071_Fatty_acid_degradation,CPT1C
280,hsa00071_Fatty_acid_degradation,CPT2
281,hsa00071_Fatty_acid_degradation,CYP2U1
282,hsa00071_Fatty_acid_degradation,ECHS1
283,hsa00071_Fatty_acid_degradation,ECI1
284,hsa00071_Fatty_acid_degradation,ECI2
285,hsa00071_Fatty_acid_degradation,EHHADH
286,hsa00071_Fatty_acid_degradation,GCDH
287,hsa00071_Fatty_acid_degradation,HADH
288,hsa00071_Fatty_acid_degradation,HADHA
289,hsa00071_Fatty_acid_degradation,HADHB
290,hsa00100_Steroid_biosynthesis,CEL
291,hsa00100_Steroid_biosynthesis,CYP24A1
292,hsa00100_Steroid_biosynthesis,CYP27B1
293,hsa00100_Steroid_biosynthesis,CYP2R1
294,hsa00100_Steroid_biosynthesis,CYP51A1
295,hsa00100_Steroid_biosynthesis,DHCR24
296,hsa00100_Steroid_biosynthesis,DHCR7
297,hsa00100_Steroid_biosynthesis,EBP
298,hsa00100_Steroid_biosynthesis,FDFT1
299,hsa00100_Steroid_biosynthesis,HSD17B7
300,hsa00100_Steroid_biosynthesis,LBR
301,hsa00100_Steroid_biosynthesis,LIPA
302,hsa00100_Steroid_biosynthesis,LSS
303,hsa00100_Steroid_biosynthesis,MSMO1
304,hsa00100_Steroid_biosynthesis,NSDHL
305,hsa00100_Steroid_biosynthesis,SC5D
306,hsa00100_Steroid_biosynthesis,SOAT1
307,hsa00100_Steroid_biosynthesis,SOAT2
308,hsa00100_Steroid_biosynthesis,SQLE
309,hsa00100_Steroid_biosynthesis,TM7SF2
310,hsa00140_Steroid_hormone_biosynthesis,AKR1C1
311,hsa00140_Steroid_hormone_biosynthesis,AKR1C2
312,hsa00140_Steroid_hormone_biosynthesis,AKR1C3
313,hsa00140_Steroid_hormone_biosynthesis,AKR1C4
314,hsa00140_Steroid_hormone_biosynthesis,AKR1D1
315,hsa00140_Steroid_hormone_biosynthesis,COMT
316,hsa00140_Steroid_hormone_biosynthesis,CYP11A1
317,hsa00140_Steroid_hormone_biosynthesis,CYP17A1
318,hsa00140_Steroid_hormone_biosynthesis,CYP19A1
319,hsa00140_Steroid_hormone_biosynthesis,CYP1A1
320,hsa00140_Steroid_hormone_biosynthesis,CYP1B1
321,hsa00140_Steroid_hormone_biosynthesis,CYP21A2
322,hsa00140_Steroid_hormone_biosynthesis,CYP2E1
323,hsa00140_Steroid_hormone_biosynthesis,CYP3A4
324,hsa00140_Steroid_hormone_biosynthesis,CYP3A5
325,hsa00140_Steroid_hormone_biosynthesis,CYP3A7
326,hsa00140_Steroid_hormone_biosynthesis,CYP7B1
327,hsa00140_Steroid_hormone_biosynthesis,DHRS11
328,hsa00140_Steroid_hormone_biosynthesis,HSD11B1
329,hsa00140_Steroid_hormone_biosynthesis,HSD11B1L
330,hsa00140_Steroid_hormone_biosynthesis,HSD11B2
331,hsa00140_Steroid_hormone_biosynthesis,HSD17B1
332,hsa00140_Steroid_hormone_biosynthesis,HSD17B11
333,hsa00140_Steroid_hormone_biosynthesis,HSD17B12
334,hsa00140_Steroid_hormone_biosynthesis,HSD17B2
335,hsa00140_Steroid_hormone_biosynthesis,HSD17B3
336,hsa00140_Steroid_hormone_biosynthesis,HSD17B6
337,hsa00140_Steroid_hormone_biosynthesis,HSD17B7
338,hsa00140_Steroid_hormone_biosynthesis,HSD17B8
339,hsa00140_Steroid_hormone_biosynthesis,LRTOMT
340,hsa00140_Steroid_hormone_biosynthesis,SRD5A1
341,hsa00140_Steroid_hormone_biosynthesis,SRD5A3
342,hsa00140_Steroid_hormone_biosynthesis,STS
343,hsa00140_Steroid_hormone_biosynthesis,SULT1E1
344,hsa00140_Steroid_hormone_biosynthesis,SULT2B1
345,hsa00140_Steroid_hormone_biosynthesis,UGT1A1
346,hsa00140_Steroid_hormone_biosynthesis,UGT1A6
347,hsa00140_Steroid_hormone_biosynthesis,UGT1A7
348,hsa00140_Steroid_hormone_biosynthesis,UGT1A8
349,hsa00140_Steroid_hormone_biosynthesis,UGT1A9
350,hsa00140_Steroid_hormone_biosynthesis,UGT2A1
351,hsa00140_Steroid_hormone_biosynthesis,UGT2A3
352,hsa00140_Steroid_hormone_biosynthesis,UGT2B10
353,hsa00140_Steroid_hormone_biosynthesis,UGT2B11
354,hsa00140_Steroid_hormone_biosynthesis,UGT2B15
355,hsa00140_Steroid_hormone_biosynthesis,UGT2B17
356,hsa00140_Steroid_hormone_biosynthesis,UGT2B7
357,hsa00190_Oxidative_phosphorylation,ATP12A
358,hsa00190_Oxidative_phosphorylation,ATP5F1A
359,hsa00190_Oxidative_phosphorylation,ATP5F1B
360,hsa00190_Oxidative_phosphorylation,ATP5F1C
361,hsa00190_Oxidative_phosphorylation,ATP5F1D
362,hsa00190_Oxidative_phosphorylation,ATP5F1E
363,hsa00190_Oxidative_phosphorylation,ATP5MC1
364,hsa00190_Oxidative_phosphorylation,ATP5MC2
365,hsa00190_Oxidative_phosphorylation,ATP5MC3
366,hsa00190_Oxidative_phosphorylation,ATP5ME
367,hsa00190_Oxidative_phosphorylation,ATP5MF
368,hsa00190_Oxidative_phosphorylation,ATP5MG
369,hsa00190_Oxidative_phosphorylation,ATP5MGL
370,hsa00190_Oxidative_phosphorylation,ATP5PB
371,hsa00190_Oxidative_phosphorylation,ATP5PD
372,hsa00190_Oxidative_phosphorylation,ATP5PF
373,hsa00190_Oxidative_phosphorylation,ATP5PO
374,hsa00190_Oxidative_phosphorylation,ATP6AP1
375,hsa00190_Oxidative_phosphorylation,ATP6V0A1
376,hsa00190_Oxidative_phosphorylation,ATP6V0A2
377,hsa00190_Oxidative_phosphorylation,ATP6V0A4
378,hsa00190_Oxidative_phosphorylation,ATP6V0B
379,hsa00190_Oxidative_phosphorylation,ATP6V0C
380,hsa00190_Oxidative_phosphorylation,ATP6V0D1
381,hsa00190_Oxidative_phosphorylation,ATP6V0D2
382,hsa00190_Oxidative_phosphorylation,ATP6V0E1
383,hsa00190_Oxidative_phosphorylation,ATP6V0E2
384,hsa00190_Oxidative_phosphorylation,ATP6V1A
385,hsa00190_Oxidative_phosphorylation,ATP6V1B1
386,hsa00190_Oxidative_phosphorylation,ATP6V1B2
387,hsa00190_Oxidative_phosphorylation,ATP6V1C1
388,hsa00190_Oxidative_phosphorylation,ATP6V1C2
389,hsa00190_Oxidative_phosphorylation,ATP6V1D
390,hsa00190_Oxidative_phosphorylation,ATP6V1E1
391,hsa00190_Oxidative_phosphorylation,ATP6V1E2
392,hsa00190_Oxidative_phosphorylation,ATP6V1F
393,hsa00190_Oxidative_phosphorylation,ATP6V1G1
394,hsa00190_Oxidative_phosphorylation,ATP6V1G2
395,hsa00190_Oxidative_phosphorylation,ATP6V1G3
396,hsa00190_Oxidative_phosphorylation,ATP6V1H
397,hsa00190_Oxidative_phosphorylation,COX10
398,hsa00190_Oxidative_phosphorylation,COX11
399,hsa00190_Oxidative_phosphorylation,COX15
400,hsa00190_Oxidative_phosphorylation,COX17
401,hsa00190_Oxidative_phosphorylation,COX4I1
402,hsa00190_Oxidative_phosphorylation,COX4I2
403,hsa00190_Oxidative_phosphorylation,COX5A
404,hsa00190_Oxidative_phosphorylation,COX5B
405,hsa00190_Oxidative_phosphorylation,COX6A1
406,hsa00190_Oxidative_phosphorylation,COX6A2
407,hsa00190_Oxidative_phosphorylation,COX6B1
408,hsa00190_Oxidative_phosphorylation,COX6B2
409,hsa00190_Oxidative_phosphorylation,COX6C
410,hsa00190_Oxidative_phosphorylation,COX7A1
411,hsa00190_Oxidative_phosphorylation,COX7A2
412,hsa00190_Oxidative_phosphorylation,COX7A2L
413,hsa00190_Oxidative_phosphorylation,COX7B
414,hsa00190_Oxidative_phosphorylation,COX7C
415,hsa00190_Oxidative_phosphorylation,COX8A
416,hsa00190_Oxidative_phosphorylation,COX8C
417,hsa00190_Oxidative_phosphorylation,CYC1
418,hsa00190_Oxidative_phosphorylation,CYCS
419,hsa00190_Oxidative_phosphorylation,LHPP
420,hsa00190_Oxidative_phosphorylation,NDUFA1
421,hsa00190_Oxidative_phosphorylation,NDUFA10
422,hsa00190_Oxidative_phosphorylation,NDUFA11
423,hsa00190_Oxidative_phosphorylation,NDUFA12
424,hsa00190_Oxidative_phosphorylation,NDUFA13
425,hsa00190_Oxidative_phosphorylation,NDUFA2
426,hsa00190_Oxidative_phosphorylation,NDUFA3
427,hsa00190_Oxidative_phosphorylation,NDUFA4
428,hsa00190_Oxidative_phosphorylation,NDUFA4L2
429,hsa00190_Oxidative_phosphorylation,NDUFA5
430,hsa00190_Oxidative_phosphorylation,NDUFA6
431,hsa00190_Oxidative_phosphorylation,NDUFA7
432,hsa00190_Oxidative_phosphorylation,NDUFA8
433,hsa00190_Oxidative_phosphorylation,NDUFA9
434,hsa00190_Oxidative_phosphorylation,NDUFAB1
435,hsa00190_Oxidative_phosphorylation,NDUFB1
436,hsa00190_Oxidative_phosphorylation,NDUFB10
437,hsa00190_Oxidative_phosphorylation,NDUFB11
438,hsa00190_Oxidative_phosphorylation,NDUFB2
439,hsa00190_Oxidative_phosphorylation,NDUFB3
440,hsa00190_Oxidative_phosphorylation,NDUFB4
441,hsa00190_Oxidative_phosphorylation,NDUFB5
442,hsa00190_Oxidative_phosphorylation,NDUFB6
443,hsa00190_Oxidative_phosphorylation,NDUFB7
444,hsa00190_Oxidative_phosphorylation,NDUFB8
445,hsa00190_Oxidative_phosphorylation,NDUFB9
446,hsa00190_Oxidative_phosphorylation,NDUFC1
447,hsa00190_Oxidative_phosphorylation,NDUFC2
448,hsa00190_Oxidative_phosphorylation,NDUFS1
449,hsa00190_Oxidative_phosphorylation,NDUFS2
450,hsa00190_Oxidative_phosphorylation,NDUFS3
451,hsa00190_Oxidative_phosphorylation,NDUFS4
452,hsa00190_Oxidative_phosphorylation,NDUFS5
453,hsa00190_Oxidative_phosphorylation,NDUFS6
454,hsa00190_Oxidative_phosphorylation,NDUFS7
455,hsa00190_Oxidative_phosphorylation,NDUFS8
456,hsa00190_Oxidative_phosphorylation,NDUFV1
457,hsa00190_Oxidative_phosphorylation,NDUFV2
458,hsa00190_Oxidative_phosphorylation,NDUFV3
459,hsa00190_Oxidative_phosphorylation,PPA1
460,hsa00190_Oxidative_phosphorylation,PPA2
461,hsa00190_Oxidative_phosphorylation,SDHA
462,hsa00190_Oxidative_phosphorylation,SDHB
463,hsa00190_Oxidative_phosphorylation,SDHC
464,hsa00190_Oxidative_phosphorylation,SDHD
465,hsa00190_Oxidative_phosphorylation,TCIRG1
466,hsa00190_Oxidative_phosphorylation,UQCR10
467,hsa00190_Oxidative_phosphorylation,UQCR11
468,hsa00190_Oxidative_phosphorylation,UQCRB
469,hsa00190_Oxidative_phosphorylation,UQCRC1
470,hsa00190_Oxidative_phosphorylation,UQCRC2
471,hsa00190_Oxidative_phosphorylation,UQCRFS1
472,hsa00190_Oxidative_phosphorylation,UQCRH
473,hsa00190_Oxidative_phosphorylation,UQCRHL
474,hsa00190_Oxidative_phosphorylation,UQCRQ
475,hsa00220_Arginine_biosynthesis,ABHD14A-ACY1
476,hsa00220_Arginine_biosynthesis,ACY1
477,hsa00220_Arginine_biosynthesis,ARG1
478,hsa00220_Arginine_biosynthesis,ARG2
479,hsa00220_Arginine_biosynthesis,ASL
480,hsa00220_Arginine_biosynthesis,ASS1
481,hsa00220_Arginine_biosynthesis,CAD
482,hsa00220_Arginine_biosynthesis,CPS1
483,hsa00220_Arginine_biosynthesis,GLS
484,hsa00220_Arginine_biosynthesis,GLS2
485,hsa00220_Arginine_biosynthesis,GLUD1
486,hsa00220_Arginine_biosynthesis,GLUD2
487,hsa00220_Arginine_biosynthesis,GLUL
488,hsa00220_Arginine_biosynthesis,GOT1
