,source,target,weight,confidence
744,RELA,MMP2,1.0,A
745,RELA,NCAM1,1.0,A
746,RFX5,HLA-DMA,1.0,A
747,RFX1,MYC,-1.0,A
748,RELB,PIGR,1.0,A
749,RELB,CD40,1.0,A
750,RELB,CCL21,1.0,A
751,RELA,VEGFA,1.0,A
752,RELA,TRIB3,-1.0,A
753,RELA,TNFRSF10B,1.0,A
754,RELA,TNFRSF10A,-1.0,A
755,RELA,TNFAIP3,1.0,A
756,RELA,BIRC2,1.0,A
757,RELA,THBD,-1.0,A
758,RELA,TBX21,1.0,A
759,RELA,SNAI1,1.0,A
760,RELA,SLC25A27,1.0,A
761,RELA,RIPK2,1.0,A
762,RELA,PTPN13,1.0,A
763,RELA,PTHLH,1.0,A
764,RELA,PLAUR,1.0,A
765,RELA,PCK2,-1.0,A
766,RELA,OPTN,1.0,A
767,RELA,NOLC1,1.0,A
768,RELB,CCL19,1.0,A
769,RELA,AMH,1.0,A
770,RELA,AGER,1.0,A
771,REL,TNFAIP3,1.0,A
772,POU2F2,SPI1,1.0,A
773,POU2F2,IL5,1.0,A
774,POU2F1,TXNRD1,1.0,A
775,POU2F1,ST6GAL1,1.0,A
776,POU2F1,SNAPC1,1.0,A
777,POU2F1,RRM2B,1.0,A
778,POU2F1,POU2AF1,1.0,A
779,POU2F1,PLAU,1.0,A
780,POU2F1,GCM1,1.0,A
781,POU2F1,BDKRB1,1.0,A
782,POU2F2,SPP1,1.0,A
783,POU2F1,GNRH1,1.0,A
784,PKNOX1,PTPN6,1.0,A
785,RELA,PGR,-1.0,A
786,PGR,KLK3,1.0,A
787,PAX6,PDHX,-1.0,A
788,PAX5,BCL2,-1.0,A
789,PAX2,TP53,-1.0,A
790,NRF1,FXR2,1.0,A
791,PAX6,ITGB1,1.0,A
792,NR3C1,ETS1,-1.0,A
793,NR3C1,CDK6,-1.0,A
794,POU1F1,GH2,1.0,A
795,NR2F1,APOA2,-1.0,A
796,POU3F1,GNRH1,1.0,A
797,POU3F2,GNRH1,1.0,A
798,REL,CSRP1,1.0,A
799,RARG,ICAM1,1.0,A
800,ATF2,RB1,1.0,A
801,RARA,THBD,1.0,A
802,RARA,SCD,1.0,A
803,RARA,PRKCA,1.0,A
804,RARA,MACROD1,-1.0,A
805,RARA,ETS1,1.0,A
806,RARA,CCNA1,-1.0,A
807,PROX1,NR5A2,-1.0,A
808,PPARA,MMP9,-1.0,A
809,PPARG,TSHR,-1.0,A
810,PPARG,POU2F1,1.0,A
811,PPARG,CPT1B,1.0,A
812,PPARG,CD83,1.0,A
813,PPARG,APOBR,-1.0,A
814,PPARG,APOB,-1.0,A
815,PPARD,LPL,1.0,A
816,PPARA,TUBA1B,-1.0,A
817,PPARA,APOBR,-1.0,A
818,PPARA,APOB,1.0,A
819,POU5F1,ID2,-1.0,A
820,PPARG,TNFRSF11B,-1.0,A
821,USF1,OGN,1.0,A
822,USF1,CYP3A4,1.0,A
823,USF1,CYP1A2,1.0,A
824,E2F4,NUSAP1,1.0,A
825,E2F4,DROSHA,1.0,A
826,ELK1,PTPRZ1,1.0,A
827,E2F4,ANAPC15,1.0,A
828,E2F4,CBX5,1.0,A
829,E2F4,UBE2C,1.0,A
830,E2F4,PGRMC1,1.0,A
831,E2F4,DLEU1,1.0,A
832,E2F4,H2BC11,1.0,A
833,E2F4,YBX3,1.0,A
834,E2F4,SMARCA5,1.0,A
835,E2F4,UXT,1.0,A
836,E2F4,BORA,1.0,A
837,E2F4,H3C3,1.0,A
838,E2F4,TYMS,1.0,A
839,E2F4,TTK,-1.0,A
840,E2F4,RRM1,1.0,A
841,E2F4,RPA3,1.0,A
842,E2F4,RECQL,1.0,A
843,E2F4,RBBP5,1.0,A
844,E2F4,PCNA,1.0,A
845,ETS1,MYB,1.0,A
846,E2F4,CDCA4,1.0,A
847,E2F4,PRR11,1.0,A
848,E2F4,CENPO,1.0,A
849,ESR1,NEK6,1.0,A
850,ESR1,CCT6B,1.0,A
851,ESR1,TRIM16,1.0,A
852,ESR1,SPATA2,1.0,A
853,ESR1,TYMS,1.0,A
854,ESR1,TRH,1.0,A
855,ESR1,SPARC,1.0,A
856,ESR1,POR,1.0,A
857,ESR1,NOTCH2,1.0,A
858,ESR1,MB,1.0,A
859,E2F4,NASP,1.0,A
860,ESR1,LGALS8,1.0,A
861,ESR1,FBLN2,1.0,A
862,ESR1,EDN3,1.0,A
863,ESR1,CLDN4,1.0,A
864,ESR1,CEACAM3,1.0,A
865,ESR1,CD86,1.0,A
866,ESR1,CAPN2,1.0,A
867,ESR1,BCL9,1.0,A
868,FOXO1,PCK2,1.0,A
869,ERG,NOS3,1.0,A
870,E2F4,WDR76,1.0,A
871,ESR1,GSN,1.0,A
872,E2F4,MTHFD1,1.0,A
873,E2F4,MFAP1,1.0,A
874,E2F4,MAP3K5,1.0,A
875,CEBPB,GFER,-1.0,A
876,CEBPB,CSH2,1.0,A
877,CEBPB,BCL2L1,1.0,A
878,CEBPB,FASLG,1.0,A
879,CEBPA,SMYD2,1.0,A
880,E2F1,H2BC11,1.0,A
881,CEBPA,THOC1,1.0,A
882,CEBPA,STAR,1.0,A
883,CEBPA,IGF2,1.0,A
884,CEBPA,GAPDH,1.0,A
885,CEBPB,S100A9,1.0,A
886,CEBPA,F9,1.0,A
887,ATF3,CCL5,1.0,A
888,ATF1,UGT8,1.0,A
889,ATF1,BCL2,1.0,A
890,ASCL1,PCSK6,-1.0,A
891,ARNT,UGT1A6,1.0,A
892,AR,SORD,1.0,A
893,AR,PRKCD,1.0,A
894,AR,CRISP1,1.0,A
895,AHR,FOS,1.0,A
896,SPI1,TFEC,1.0,A
897,CEBPA,ALOX5AP,1.0,A
898,ESR1,SEC61B,1.0,A
899,CEBPD,ALOX5AP,1.0,A
900,CREB1,PCSK1,1.0,A
901,E2F4,EPAS1,1.0,A
902,E2F4,DHPS,1.0,A
903,E2F4,DDX11,1.0,A
904,E2F4,CDC25C,1.0,A
905,E2F4,CDC6,1.0,A
906,E2F3,MAP3K5,1.0,A
907,E2F4,CYP27B1,1.0,A
908,E2F2,MAP3K5,1.0,A
909,E2F1,CDCA4,1.0,A
910,E2F1,CBX5,1.0,A
911,CEBPD,GAPDH,1.0,A
912,E2F1,DGKI,1.0,A
913,E2F1,H4C6,1.0,A
914,E2F1,SAFB,1.0,A
915,GABPA,TOMM70,1.0,A
916,E2F1,MAP3K5,1.0,A
917,E2F1,MEIS1,1.0,A
918,E2F1,EYA2,1.0,A
919,E2F1,DCC,1.0,A
920,E2F1,BMP4,1.0,A
921,CREB1,UXT,1.0,A
922,CREB1,UGT8,1.0,A
923,E2F1,SMARCA5,1.0,A
924,TP53,SESN1,1.0,A
925,ESR1,NID2,1.0,A
926,ESR1,NBPF1,1.0,A
927,HNF4A,AKR1C4,1.0,A
928,CEBPA,HNF4A,1.0,A
929,HNF4A,CEBPA,1.0,A
930,FOXA1,IFI27,1.0,A
931,HNF4A,FABP2,1.0,A
932,FOXA1,CEBPA,1.0,A
933,NR3C1,RLN1,1.0,A
934,NR3C1,ATP1B1,-1.0,A
935,GATA6,APOA1,1.0,A
936,GATA3,ST8SIA6,1.0,A
937,GATA3,BPIFB1,1.0,A
938,GATA3,NETO1,1.0,A
939,GATA3,FBXO11,1.0,A
940,GATA3,SPEF2,1.0,A
941,GATA3,ZXDC,1.0,A
942,GATA3,FNDC3B,1.0,A
943,GATA3,SLC24A3,1.0,A
944,GATA3,GALNT10,1.0,A
945,GATA3,TET2,1.0,A
946,GATA3,GCNT4,1.0,A
947,GATA3,PDE7B,1.0,A
948,HNF4A,GFER,-1.0,A
949,HNF4G,AKR1C4,1.0,A
950,IRF8,CYBB,1.0,A
951,RBPJ,NFKB1,1.0,A
952,MYC,ACOX1,1.0,A
953,MYC,ACO2,1.0,A
954,MYC,ACADM,1.0,A
955,MYBL2,MYB,1.0,A
956,NR3C2,ATP1B1,-1.0,A
957,MITF,HOXB4,1.0,A
958,MAF,ITGB7,1.0,A
959,SMAD4,BGLAP,1.0,A
960,SMAD3,POR,1.0,A
961,JUND,NQO2,1.0,A
962,GATA3,MYRIP,1.0,A
963,JUND,CSTA,1.0,A
964,JUND,CD40LG,1.0,A
965,JUNB,PTGS2,1.0,A
966,JUN,UGT2B15,1.0,A
967,JUN,PPARA,1.0,A
968,JUN,NTRK1,1.0,A
969,JUN,MMP12,1.0,A
970,JUN,IL1A,1.0,A
971,JUN,CSTA,1.0,A
972,JUN,NAT1,1.0,A
973,IRF1,CYBB,1.0,A
974,JUND,CLU,1.0,A
975,GATA3,ATXN10,1.0,A
976,GATA3,ZNF507,1.0,A
977,GATA3,BLCAP,1.0,A
978,GATA1,NFE2,1.0,A
979,GATA1,CYBB,1.0,A
980,FOSL2,UGT2B15,1.0,A
981,FOSL2,PLAUR,1.0,A
982,FOSL2,IVL,1.0,A
983,FOSL2,CLU,1.0,A
984,FOS,LOXL4,1.0,A
985,NR5A2,CYP11B1,1.0,A
986,FOS,MAF,1.0,A
987,FOS,IL1A,1.0,A
988,GATA3,CD40LG,1.0,A
989,FOS,CSTA,1.0,A
990,FOS,NAT1,1.0,A
991,ETV4,AGTR1,1.0,A
992,ETS2,JAK3,1.0,A
993,ETS1,VWF,1.0,A
994,ETS1,JAK3,1.0,A
995,ETS1,EGR1,1.0,A
996,ESR1,NOTCH2NLA,1.0,A
997,ESR1,NBPF15,1.0,A
998,ESR1,NBPF4,1.0,A
999,ESR1,ARID5B,1.0,A
1000,FOS,CD40LG,1.0,A
1001,ESR1,POFUT1,1.0,A
1002,GATA2,CYBB,-1.0,A
1003,GATA2,WT1,1.0,A
1004,GATA3,UST,1.0,A
1005,GATA3,ARNT2,1.0,A
1006,GATA3,SLIT2,1.0,A
1007,GATA3,TLR5,1.0,A
1008,GATA3,SVIL,1.0,A
1009,GATA3,SST,1.0,A
1010,GATA3,RBMS1,1.0,A
1011,GATA3,PDE3A,1.0,A
1012,GATA3,NRCAM,1.0,A
1013,GATA3,ITPK1,1.0,A
1014,GATA2,MYC,1.0,A
1015,GATA3,GRM7,1.0,A
1016,GATA3,EPHA7,1.0,A
1017,GATA3,EGFR,1.0,A
1018,GATA3,EDN1,1.0,A
1019,GATA3,ABCC2,1.0,A
1020,GATA3,SEPTIN7,1.0,A
1021,GATA3,CD8B,1.0,A
1022,GATA3,CD8A,1.0,A
1023,GATA3,ATP2B1,1.0,A
1024,GATA3,RHOH,1.0,A
1025,GATA3,APBA1,1.0,A
1026,GATA3,EPO,-1.0,A
1027,MYC,ACP5,1.0,A
1028,TFAP2A,PVR,1.0,A
1029,USF1,APOA2,1.0,A
1030,PAX8,WT1,1.0,A
1031,NFKB2,CXCL8,1.0,A
1032,CEBPA,APOB,1.0,A
1033,CEBPA,INSR,1.0,A
1034,TFAP2A,MYC,1.0,A
1035,SP1,CDK1,1.0,A
1036,ETV4,ETS1,1.0,A
1037,ETS1,ETV4,1.0,A
1038,JUN,IGF1,1.0,A
1039,NR2F2,OXT,-1.0,A
1040,NFKB1,CSF2,1.0,A
1041,SP1,NPY,1.0,A
1042,POU2F1,IL3,-1.0,A
1043,AHR,CYP1A2,1.0,A
1044,ATF2,TGFB2,1.0,A
1045,PAX8,NCAM1,1.0,A
1046,FOS,NQO1,1.0,A
1047,SP1,SPN,1.0,A
1048,JUN,NPY,1.0,A
1049,TFAP2A,HMOX1,1.0,A
1050,RARA,HNF4A,1.0,A
1051,FOXA1,APOB,1.0,A
1052,PAX8,TP53,-1.0,A
1053,CEBPB,TOP1,1.0,A
1054,NR2F2,CETP,1.0,A
1055,EGR1,VAMP2,1.0,A
1056,TFAP2A,HOXA4,-1.0,A
1057,STAT5B,FCGR1A,1.0,A
1058,GATA1,EPO,1.0,A
1059,CEBPA,COMT,1.0,A
1060,STAT3,LBP,1.0,A
1061,SP1,MPO,1.0,A
1062,YY1,HCFC1,1.0,A
1063,SPI1,FES,1.0,A
1064,PAX5,XBP1,-1.0,A
1065,SP1,LDHA,1.0,A
1066,IRF1,EIF2AK2,1.0,A
1067,SPI1,CSF1,1.0,A
1068,JUN,ITGAX,1.0,A
1069,TP53,KRT8,1.0,A
1070,NFKB1,AGT,1.0,A
1071,RELA,AGT,1.0,A
1072,TFAP2A,ACHE,-1.0,A
1073,NFIC,C4BPB,1.0,A
1074,CEBPA,SLC9A1,1.0,A
1075,SP1,CCK,1.0,A
1076,NFKB1,CXCL1,1.0,A
1077,WT1,CCN3,1.0,A
1078,MYB,LCK,1.0,A
1079,RELA,IFNA1,1.0,A
1080,REL,IFNG,1.0,A
1081,NFKB2,SELP,1.0,A
1082,SP1,KRT18,1.0,A
1083,POU1F1,GHR,1.0,A
1084,TFAP2A,OAT,1.0,A
1085,NFKB1,SELE,1.0,A
1086,STAT1,FOS,1.0,A
1087,MYB,CD34,1.0,A
1088,CEBPD,CFTR,1.0,A
1089,CREB1,FLT1,1.0,A
1090,TP53,CKM,1.0,A
1091,EGR1,MYB,-1.0,A
1092,JUN,NTS,1.0,A
1093,JUN,PENK,1.0,A
1094,CTCF,CELSR3,-1.0,A
1095,MYC,BSG,1.0,A
1096,REL,CSF2,1.0,A
1097,STAT1,PRKCE,-1.0,A
1098,CTCF,ANG,1.0,A
1099,SPI1,FCER1A,1.0,A
1100,GATA2,MS4A2,1.0,A
1101,JUN,RHOB,1.0,A
1102,MYC,HBA1,1.0,A
1103,FOS,PENK,1.0,A
1104,SP1,VAMP2,1.0,A
1105,SPI1,CSF2,1.0,A
1106,SP3,CDKN2B,1.0,A
1107,NFKB1,IFNA1,1.0,A
1108,FOS,TNFAIP6,1.0,A
1109,RELA,F3,1.0,A
1110,NR2F1,EPO,-1.0,A
1111,GATA1,WT1,1.0,A
1112,HNF1A,PROC,1.0,A
1113,CEBPB,TNFAIP6,1.0,A
1114,USF1,CEACAM5,1.0,A
1115,FOXA1,TTR,1.0,A
1116,EGR1,ACHE,1.0,A
1117,ERF,ETS2,-1.0,A
1118,STAT1,GBP1,1.0,A
1119,WT1,IGF1,-1.0,A
1120,FOXA1,SCGB1A1,1.0,A
1121,TFDP1,PCNA,1.0,A
1122,MYB,ERBB2,1.0,A
1123,HNF1A,IGFBP1,1.0,A
1124,RARA,ICAM1,1.0,A
1125,FOS,CDH1,1.0,A
1126,POU2F2,HLA-DRA,1.0,A
1127,EGR1,WT1,1.0,A
1128,GATA4,IL5,1.0,A
1129,TFAP2A,NR3C1,1.0,A
1130,USF2,APOA2,1.0,A
1131,FOS,PLAUR,1.0,A
1132,E2F4,MYBL2,-1.0,A
1133,STAT1,A2M,1.0,A
1134,CEBPA,S100A9,1.0,A
1135,SP1,F7,1.0,A
1136,USF1,TRIM25,1.0,A
1137,LHX3,PRL,1.0,A
1138,EGR1,BCL2,-1.0,A
1139,USF1,GCK,1.0,A
1140,SP3,TCN2,1.0,A
1141,SP1,TCN2,1.0,A
1142,SP3,LCAT,1.0,A
1143,SP1,LCAT,1.0,A
1144,USF1,SF1,1.0,A
1145,THRB,CGA,-1.0,A
1146,E2F4,CCND1,1.0,A
1147,HOXC11,LCT,1.0,A
1148,SPI1,ICAM1,1.0,A
1149,ETS2,ICAM1,1.0,A
1150,RELA,WT1,1.0,A
1151,NFKB1,WT1,1.0,A
1152,HLF,DBP,1.0,A
1153,HIF1A,AQP1,1.0,A
1154,STAT1,IDO1,1.0,A
1155,CREB1,IL5RA,1.0,A
1156,JUN,IL5RA,1.0,A
1157,HIF1A,ALDOA,1.0,A
1158,EGR1,SOD1,1.0,A
1159,SPI1,CXCR1,1.0,A
1160,ETS1,FOXD1,1.0,A
1161,E2F4,CDC25A,1.0,A
1162,RELA,CCR5,1.0,A
1163,PAX1,PDGFRA,1.0,A
1164,NFATC1,EGR3,1.0,A
1165,TAL1,ALDH1A2,1.0,A
1166,NFATC2,EGR3,1.0,A
1167,ESR1,MYB,1.0,A
1168,VDR,HOXA10,1.0,A
1169,MYC,RCC1,1.0,A
1170,MYB,ANPEP,1.0,A
1171,ETS1,ANPEP,1.0,A
1172,SP1,TPMT,1.0,A
1173,ETS1,TRB,-1.0,A
1174,ETS1,TNF,1.0,A
1175,TP53,WRN,-1.0,A
1176,CREB1,CD4,1.0,A
1177,ATF2,APOC3,1.0,A
1178,YY1,CTCF,1.0,A
1179,SREBF1,FDFT1,1.0,A
1180,HNF4A,AFP,1.0,A
1181,USF1,APEX1,1.0,A
1182,SP3,F2R,1.0,A
1183,SPI1,RNASE2,1.0,A
1184,EGR1,NFKB1,1.0,A
1185,MYC,HBP1,1.0,A
1186,GATA2,PECAM1,1.0,A
1187,PBX1,CYP17A1,1.0,A
1188,TP53,HGF,1.0,A
1189,SP3,MYC,1.0,A
1190,CEBPA,SOD1,1.0,A
1191,FOXM1,CYP7A1,1.0,A
1192,FOSL1,NQO1,-1.0,A
1193,ETS2,MMP3,1.0,A
1194,TP53,FANCC,1.0,A
1195,ERG,MMP3,-1.0,A
1196,NFIC,PROC,1.0,A
1197,ETS1,MET,1.0,A
1198,SP1,HSPB1,1.0,A
1199,EGR1,IFNG,1.0,A
1200,ERG,VIM,1.0,A
1201,ETV4,VIM,1.0,A
1202,ETS1,DNTT,1.0,A
1203,FOS,CDK4,1.0,A
1204,FOS,MELTF,1.0,A
1205,TFDP1,MYBL2,1.0,A
1206,AR,ORM1,1.0,A
1207,SREBF1,FDPS,1.0,A
1208,JUN,SELE,1.0,A
1209,RELA,TNC,1.0,A
1210,IRF1,IL15,1.0,A
1211,CEBPB,ADM,1.0,A
1212,ETS2,CHRNE,1.0,A
1213,TFAP2A,MIP,1.0,A
1214,SP1,MIP,1.0,A
1215,CEBPA,ITGAX,1.0,A
1216,CREB1,DBH,1.0,A
1217,STAT5A,IRF1,-1.0,A
1218,SP3,IGFBP1,1.0,A
1219,SP3,CHRNB4,1.0,A
1220,JUN,TNC,1.0,A
1221,SPI1,ITGA2B,1.0,A
1222,MYC,DNPH1,1.0,A
1223,TP53,TYMS,-1.0,A
1224,HIF1A,TF,1.0,A
1225,EGR1,CD19,1.0,A
1226,TFAP2A,HSD17B1,-1.0,A
1227,THRB,POR,1.0,A
1228,JUN,ICAM1,1.0,A
1229,STAT2,IRF1,1.0,A
1230,PPARA,APOC3,-1.0,A
1231,SP1,IL2,1.0,A
1232,SPI1,MYB,-1.0,A
1233,TFAP2C,CRABP2,1.0,A
1234,MYC,ACP3,1.0,A
1235,MYC,ACYP2,1.0,A
1236,MYOG,ACACB,1.0,A
1237,MYCN,MCM8,1.0,A
1238,MYCN,MCM7,1.0,A
1239,MYCN,MCM6,1.0,A
1240,MYCN,MCM5,1.0,A
1241,MYCN,MCM4,1.0,A
1242,MYCN,MCM3,1.0,A
1243,MYCN,MCM2,1.0,A
1244,MYCN,CTSD,1.0,A
1245,MYC,C9orf43,1.0,A
1246,MYC,WDR36,1.0,A
1247,MYC,DPY30,1.0,A
1248,MYC,ARFGAP2,1.0,A
1249,MYC,PCBD2,1.0,A
1250,MYC,BCL2L12,1.0,A
1251,MYC,SLC25A28,1.0,A
1252,MYC,SFXN3,1.0,A
1253,MYC,GOLPH3,1.0,A
1254,MYC,KIAA1586,1.0,A
1255,MYC,ZNF304,1.0,A
1256,MYC,ENTPD7,1.0,A
1257,NFIC,CSH1,1.0,A
1258,NFIL3,IL1B,-1.0,A
1259,NFKB1,ALOX5AP,1.0,A
1260,NFKB1,BCL2A1,1.0,A
1261,POU2F1,LCT,1.0,A
1262,POU2F1,CXCR5,1.0,A
1263,PLAG1,ABCC6,1.0,A
1264,POU2F1,MS4A2,1.0,A
1265,PGR,RLN2,1.0,A
1266,PGR,RLN1,1.0,A
1267,PLAGL1,ABCC6,1.0,A
1268,OTX2,RBP3,1.0,A
1269,YBX1,AGT,1.0,A
1270,NFKB1,VWF,1.0,A
1271,MYC,PRDM8,1.0,A
1272,NFKB1,CXCL5,1.0,A
1273,NFKB1,PIGR,1.0,A
1274,NFKB1,MMP3,1.0,A
1275,NFKB1,IRF7,1.0,A
1276,NFKB1,FCGRT,1.0,A
1277,NFKB1,NQO1,1.0,A
1278,NFKB1,CRMP1,1.0,A
1279,NFKB1,COL1A2,-1.0,A
1280,NFKB1,CD74,1.0,A
1281,NFKB1,CD40LG,1.0,A
1282,NFKB1,BRCA2,1.0,A
1283,NFKB1,CCL11,1.0,A
1284,MYC,SMARCAD1,1.0,A
1285,MYC,EIF5A2,1.0,A
1286,MYC,CMAS,1.0,A
1287,MYC,TCIRG1,1.0,A
1288,MYC,DLEU1,-1.0,A
1289,MYC,RIDA,1.0,A
1290,MYC,PQBP1,1.0,A
1291,MYC,CASP8AP2,1.0,A
1292,MYC,HNRNPDL,1.0,A
1293,MYC,THRAP3,1.0,A
1294,MYC,RBM8A,1.0,A
1295,MYC,TOMM20,1.0,A
1296,MYC,AQR,1.0,A
1297,MYC,AKR1A1,1.0,A
1298,MYC,HERPUD1,1.0,A
1299,MYC,NUP155,1.0,A
1300,MYC,RBM39,1.0,A
1301,MYC,NR1D1,1.0,A
1302,MYC,CRIPT,1.0,A
1303,MYC,NHERF2,1.0,A
1304,MYC,COX7A2L,1.0,A
1305,MYC,SLC28A2,1.0,A
1306,MYC,SYNGR2,1.0,A
1307,MYC,DDX18,1.0,A
1308,MYC,SQSTM1,1.0,A
1309,MYC,CLINT1,1.0,A
1310,POU2F1,VWF,1.0,A
1311,MYC,NOD1,1.0,A
1312,MYC,SEC23B,1.0,A
1313,MYC,NAT10,1.0,A
1314,MYC,SFMBT1,1.0,A
1315,MYC,NOL7,1.0,A
1316,MYC,CXXC1,1.0,A
1317,MYC,ALG5,1.0,A
1318,MYC,NXT1,1.0,A
1319,MYC,TUBG2,1.0,A
1320,MYC,DMAC2L,1.0,A
1321,MYC,CLUL1,1.0,A
1322,MYC,GNL3,1.0,A
1323,MYC,PFDN6,1.0,A
1324,MYC,ZNF451,1.0,A
1325,MYC,SIRT1,1.0,A
1326,MYC,EXOSC8,1.0,A
1327,MYC,CBX3,1.0,A
1328,MYC,UBE2C,1.0,A
1329,MYC,ATF7,1.0,A
1330,MYC,CLP1,1.0,A
1331,MYC,CCT5,1.0,A
1332,MYC,ZNF234,1.0,A
1333,MYC,KLF1,1.0,A
1334,MYC,PAICS,1.0,A
1335,MYC,CBX5,1.0,A
1336,MYC,HDAC3,1.0,A
1337,POU4F2,CCND1,1.0,A
1338,RARA,HSD17B2,1.0,A
1339,TAL1,CDH23,1.0,A
1340,TAL1,NBAS,1.0,A
1341,TAL1,PLEKHO1,1.0,A
1342,TAL1,CHST11,1.0,A
1343,TAL1,USP34,1.0,A
1344,TAL1,PPP3CA,1.0,A
1345,TAL1,BRF1,1.0,A
1346,STAT6,CCL17,1.0,A
1347,STAT3,ESR1,1.0,A
1348,STAT1,NR1H4,-1.0,A
1349,STAT1,TRIM25,1.0,A
1350,STAT3,KLF11,1.0,A
1351,SREBF2,MTTP,-1.0,A
1352,SPI1,LSP1,1.0,A
1353,SPI1,NR3C1,1.0,A
1354,SP3,TPMT,1.0,A
1355,SP3,NKX2-1,1.0,A
1356,SP3,TIMP1,1.0,A
1357,SP3,SCTR,1.0,A
1358,SP3,ITGA2,1.0,A
1359,SP3,LTC4S,1.0,A
1360,TCF3,CR2,1.0,A
1361,TAL1,SSH2,1.0,A
1362,TBP,APP,1.0,A
1363,TBP,FN1,1.0,A
1364,TP53,MRPL27,1.0,A
1365,USF1,P4HA1,1.0,A
1366,TP53,HNRNPUL1,1.0,A
1367,TP53,ASCC3,1.0,A
1368,TP53,TCEAL1,1.0,A
1369,TP53,CCNK,1.0,A
1370,NKX2-1,SFTPA1,1.0,A
1371,TP53,GPX1,1.0,A
1372,NR2F2,PPARA,-1.0,A
1373,NR2F1,APOC3,-1.0,A
1374,SP1,NOL7,1.0,A
1375,TFAP2A,SMPD1,1.0,A
1376,TFAP2A,NME3,1.0,A
1377,TFAP2A,CSH1,1.0,A
1378,TEAD1,MSLN,1.0,A
1379,ZEB1,SPRR1B,1.0,A
1380,ZEB1,LAMC2,-1.0,A
1381,TCF7L2,GLCE,1.0,A
1382,TCF7L2,MYC,1.0,A
1383,HNF1A,SLC22A10,1.0,A
1384,HNF1A,CYP3A4,1.0,A
1385,ZEB1,ITGB4,-1.0,A
1386,TFAP2A,SERPINE1,1.0,A
1387,SP1,H4C6,1.0,A
1388,SP1,THBD,1.0,A
1389,SP1,SMPD1,1.0,A
1390,RELA,CXCL5,1.0,A
1391,RELA,PTX3,1.0,A
1392,RELA,PIGR,1.0,A
1393,RELA,MAT2A,1.0,A
1394,RELA,IRF7,1.0,A
1395,RELA,NR4A1,1.0,A
1396,RELA,FCGRT,1.0,A
1397,RELA,CYP3A4,-1.0,A
1398,RELA,COL1A2,-1.0,A
1399,RELA,CD74,1.0,A
1400,RFX1,COL1A2,1.0,A
1401,RELA,BRCA2,1.0,A
1402,RELA,CR2,1.0,A
1403,REL,CD40LG,1.0,A
1404,RARB,PLAT,1.0,A
1405,RARB,ADH5,1.0,A
1406,RARA,NR1I3,1.0,A
1407,RARA,GPRC5A,1.0,A
1408,RARA,NRIP1,1.0,A
1409,RARA,TPO,1.0,A
1410,RARA,TNFAIP2,1.0,A
1411,RARA,PLAT,1.0,A
1412,RELA,BCL2A1,1.0,A
1413,PPARD,SAT1,1.0,A
1414,RXRA,CXCR5,1.0,A
1415,SP1,HSD3B1,1.0,A
1416,SP1,SLC19A1,1.0,A
1417,SP1,SKP2,1.0,A
1418,SP1,PTK6,1.0,A
1419,SP1,PTGIR,1.0,A
1420,SP1,FURIN,1.0,A
1421,SP1,LTC4S,1.0,A
1422,SP1,IGFBP1,1.0,A
1423,SP1,HPR,1.0,A
1424,SP1,GFER,1.0,A
1425,SP1,F10,1.0,A
1426,RXRA,CYP3A4,1.0,A
1427,SP1,CYP3A5,1.0,A
1428,SP1,CD19,1.0,A
1429,SP1,CD9,1.0,A
1430,SP1,C1QBP,1.0,A
1431,SP1,ADRB3,1.0,A
1432,SKI,SMAD7,1.0,A
1433,SATB1,CD8B,1.0,A
1434,RXRA,NOL7,1.0,A
1435,TAL1,C3AR1,1.0,A
1436,RXRA,HNF1A,1.0,A
1437,RXRA,HSD17B2,1.0,A
1438,SP1,COL7A1,1.0,A
1439,MYC,ACTG1,1.0,A
1440,MYC,CTSF,1.0,A
1441,MYC,PSMG1,1.0,A
1442,MYC,HNRNPA2B1,1.0,A
1443,MYC,HNRNPA1,1.0,A
1444,MYC,HMGN2,1.0,A
1445,MYC,HMBS,1.0,A
1446,MYC,MNX1,1.0,A
1447,MYC,HINT1,1.0,A
1448,MYC,ICAM1,1.0,A
1449,MYC,GTF2H2,-1.0,A
1450,MYC,GSTP1,1.0,A
1451,MYC,GSK3B,1.0,A
1452,MYC,CXCL2,1.0,A
1453,MYC,GPR4,1.0,A
1454,MYC,GLA,1.0,A
1455,MYC,GAS8,1.0,A
1456,MYC,GAPDH,1.0,A
1457,MYC,GALT,1.0,A
1458,MYC,FUT1,1.0,A
1459,MYC,FXN,1.0,A
1460,MYC,FPGS,1.0,A
1461,MYC,FGFR4,1.0,A
1462,MYC,FGF9,1.0,A
1463,MYC,HOXD3,1.0,A
1464,MYC,HOXD13,1.0,A
1465,MYC,HSD11B2,1.0,A
1466,MYC,HSPA8,1.0,A
1467,MYC,MBD1,1.0,A
1468,MYC,MAN2A2,1.0,A
1469,MYC,MAGEA3,1.0,A
1470,MYC,LTB,1.0,A
1471,MYC,LTA4H,1.0,A
1472,MYC,LMX1B,1.0,A
1473,MYC,LMNA,1.0,A
1474,MYC,LBR,1.0,A
1475,MYC,STMN1,1.0,A
1476,MYC,LAMB2,1.0,A
1477,MYC,FECH,1.0,A
1478,MYC,LAIR2,1.0,A
1479,MYC,ISG20,1.0,A
1480,MYC,IRF3,1.0,A
1481,MYC,IRF2,1.0,A
